NEW SEED: 
location616444210 -> 734902980
location616444210 -> 616444210
humid1820686359 -> 1820686359
location1820686359 -> 1277113125
location1820686359 -> 1820686359
light3507177498 -> 3507177498
temp3507177498 -> 3507177498
humid3507177498 -> 3900811472
location3900811472 -> 3477745192
location3900811472 -> 3900811472
humid3507177498 -> 3507177498
location3507177498 -> 1885668080
location3507177498 -> 3507177498
soil819363529 -> 512358023
fert512358023 -> 2739555807
wat2739555807 -> 3829544300
light3829544300 -> 484167445
temp484167445 -> 153915753
humid153915753 -> 970412300
location970412300 -> 975516009
location970412300 -> 970412300
humid153915753 -> 153915753
location153915753 -> 572786775
temp484167445 -> 484167445
humid484167445 -> 262802474
location262802474 -> 681673496
humid484167445 -> 484167445
location484167445 -> 440901692
location484167445 -> 484167445
light3829544300 -> 3829544300
temp3829544300 -> 3842409867
humid3842409867 -> 2911418398
location2911418398 -> 4280536027
location2911418398 -> 2911418398
humid3842409867 -> 3842409867
location3842409867 -> 3831524325
location3842409867 -> 3842409867
temp3829544300 -> 3829544300
humid3829544300 -> 2898552831
location2898552831 -> 4267670460
location2898552831 -> 2898552831
humid3829544300 -> 3829544300
location3829544300 -> 3818658758
location3829544300 -> 3829544300
wat2739555807 -> 2739555807
light2739555807 -> 1185191863
temp1185191863 -> 516274374
humid516274374 -> 294909403
location294909403 -> 251643650
location294909403 -> 294909403
humid516274374 -> 516274374
location516274374 -> 473008621
location516274374 -> 516274374
temp1185191863 -> 1185191863
humid1185191863 -> 1296345621
location1296345621 -> 3146719851
location1296345621 -> 1296345621
humid1185191863 -> 1185191863
location1185191863 -> 2441695743
location1185191863 -> 1185191863
light2739555807 -> 2739555807
temp2739555807 -> 1762877617
humid1762877617 -> 116203896
location116203896 -> 535074918
humid1762877617 -> 1762877617
location1762877617 -> 1219304383
location1762877617 -> 1762877617
temp2739555807 -> 2739555807
humid2739555807 -> 3254982713
location3254982713 -> 2327502433
location3254982713 -> 3254982713
humid2739555807 -> 2739555807
location2739555807 -> 2106973551
location2739555807 -> 2739555807
fert512358023 -> 512358023
wat512358023 -> 709392578
light709392578 -> 377666239
temp377666239 -> 1627455832
humid1627455832 -> 1738609590
location1738609590 -> 1195036356
location1738609590 -> 1738609590
humid1627455832 -> 1627455832
location1627455832 -> 3926239034
location1627455832 -> 1627455832
temp377666239 -> 377666239
humid377666239 -> 156685346
location156685346 -> 575556368
humid377666239 -> 377666239
location377666239 -> 334400486
location377666239 -> 377666239
light709392578 -> 709392578
temp709392578 -> 379140886
humid379140886 -> 158159993
location158159993 -> 577031015
humid379140886 -> 379140886
location379140886 -> 335875133
location379140886 -> 379140886
temp709392578 -> 709392578
humid709392578 -> 1988991565
location1988991565 -> 1445418331
location1988991565 -> 1988991565
humid709392578 -> 709392578
location709392578 -> 145411222
location709392578 -> 709392578
wat512358023 -> 512358023
light512358023 -> 3042528708
temp3042528708 -> 2228331480
humid2228331480 -> 3051764010
location3051764010 -> 3224306095
location3051764010 -> 3051764010
humid2228331480 -> 2228331480
location2228331480 -> 1684758246
location2228331480 -> 2228331480
temp3042528708 -> 3042528708
humid3042528708 -> 2563236483
location2563236483 -> 1930654227
location2563236483 -> 2563236483
humid3042528708 -> 3042528708
location3042528708 -> 4215185950
location3042528708 -> 3042528708
light512358023 -> 512358023
temp512358023 -> 182106331
humid182106331 -> 998602878
location998602878 -> 1003706587
location998602878 -> 998602878
humid182106331 -> 182106331
location182106331 -> 600977353
temp512358023 -> 512358023
humid512358023 -> 290993052
location290993052 -> 247727299
location290993052 -> 290993052
humid512358023 -> 512358023
location512358023 -> 469092270
location512358023 -> 512358023
soil819363529 -> 2347698663
fert2347698663 -> 30544803
wat30544803 -> 313309055
light313309055 -> 3161516738
temp3161516738 -> 2347319510
humid2347319510 -> 3170752040
location3170752040 -> 3343294125
location3170752040 -> 3170752040
humid2347319510 -> 2347319510
location2347319510 -> 1803746276
location2347319510 -> 2347319510
temp3161516738 -> 3161516738
humid3161516738 -> 4123182754
location4123182754 -> 2947173207
location4123182754 -> 4123182754
humid3161516738 -> 3161516738
location3161516738 -> 3334058823
location3161516738 -> 3161516738
light313309055 -> 313309055
temp313309055 -> 1563098648
humid1563098648 -> 1674252406
location1674252406 -> 3973035608
location1674252406 -> 1674252406
humid1563098648 -> 1563098648
location1563098648 -> 2820118718
location1563098648 -> 1563098648
temp313309055 -> 313309055
humid313309055 -> 1041061697
location1041061697 -> 1046165406
location1041061697 -> 1041061697
humid313309055 -> 313309055
location313309055 -> 270043302
location313309055 -> 313309055
wat30544803 -> 30544803
light30544803 -> 297978636
temp297978636 -> 1547768229
humid1547768229 -> 1658921987
location1658921987 -> 3957705189
location1658921987 -> 1658921987
humid1547768229 -> 1547768229
location1547768229 -> 2804788299
location1547768229 -> 1547768229
temp297978636 -> 297978636
humid297978636 -> 1904866124
location1904866124 -> 1361292890
location1904866124 -> 1904866124
humid297978636 -> 297978636
location297978636 -> 254712883
location297978636 -> 297978636
light30544803 -> 30544803
temp30544803 -> 1280334396
humid1280334396 -> 1391488154
location1391488154 -> 2648508224
location1391488154 -> 1391488154
humid1280334396 -> 1280334396
location1280334396 -> 3130708626
location1280334396 -> 1280334396
temp30544803 -> 30544803
humid30544803 -> 847041350
location847041350 -> 852145059
location847041350 -> 847041350
humid30544803 -> 30544803
location30544803 -> 36839972
location30544803 -> 30544803
fert2347698663 -> 2347698663
wat2347698663 -> 3037420621
light3037420621 -> 962023867
temp962023867 -> 3203336319
humid3203336319 -> 4165002335
location4165002335 -> 2988992788
location4165002335 -> 4165002335
humid3203336319 -> 3203336319
location3203336319 -> 3375878404
location3203336319 -> 3203336319
temp962023867 -> 962023867
humid962023867 -> 1783527731
location1783527731 -> 1239954497
location1783527731 -> 1783527731
humid962023867 -> 962023867
location962023867 -> 967127576
location962023867 -> 962023867
light3037420621 -> 3037420621
temp3037420621 -> 2223223393
humid2223223393 -> 3046655923
location3046655923 -> 4219313165
location3046655923 -> 3046655923
humid2223223393 -> 2223223393
location2223223393 -> 1679650159
location2223223393 -> 2223223393
temp3037420621 -> 3037420621
humid3037420621 -> 2558128396
location2558128396 -> 1925546140
location2558128396 -> 2558128396
humid3037420621 -> 3037420621
location3037420621 -> 4210077863
location3037420621 -> 3037420621
wat2347698663 -> 2347698663
light2347698663 -> 1598476000
temp1598476000 -> 2909244866
humid2909244866 -> 2429952641
location2429952641 -> 3617197842
location2429952641 -> 2429952641
humid2909244866 -> 2909244866
location2909244866 -> 4278362495
location2909244866 -> 2909244866
temp1598476000 -> 1598476000
humid1598476000 -> 1709629758
location1709629758 -> 1166056524
location1709629758 -> 1709629758
humid1598476000 -> 1598476000
location1598476000 -> 3897259202
location1598476000 -> 1598476000
light2347698663 -> 2347698663
temp2347698663 -> 1981522465
humid1981522465 -> 777280316
location777280316 -> 213298960
location777280316 -> 777280316
humid1981522465 -> 1981522465
location1981522465 -> 1437949231
location1981522465 -> 1981522465
temp2347698663 -> 2347698663
humid2347698663 -> 3171131193
location3171131193 -> 3343673278
location3171131193 -> 3171131193
humid2347698663 -> 2347698663
location2347698663 -> 1804125429
location2347698663 -> 2347698663
soil819363529 -> 1623216332
fert1623216332 -> 3170178748
wat3170178748 -> 3159824719
light3159824719 -> 643720263
temp643720263 -> 313468571
humid313468571 -> 1041221213
location1041221213 -> 1046324922
location1041221213 -> 1041221213
humid313468571 -> 313468571
location313468571 -> 270202818
location313468571 -> 313468571
temp643720263 -> 643720263
humid643720263 -> 1923319250
location1923319250 -> 1379746016
location1923319250 -> 1923319250
humid643720263 -> 643720263
location643720263 -> 762179033
location643720263 -> 643720263
light3159824719 -> 3159824719
temp3159824719 -> 2345627491
humid2345627491 -> 3169060021
location3169060021 -> 3341602106
location3169060021 -> 3169060021
humid2345627491 -> 2345627491
location2345627491 -> 1802054257
location2345627491 -> 2345627491
temp3159824719 -> 3159824719
humid3159824719 -> 4121490735
location4121490735 -> 2945481188
location4121490735 -> 4121490735
humid3159824719 -> 3159824719
location3159824719 -> 3332366804
location3159824719 -> 3159824719
wat3170178748 -> 3170178748
light3170178748 -> 654074292
temp654074292 -> 323822600
humid323822600 -> 1051575242
location1051575242 -> 1056678951
location1051575242 -> 1051575242
humid323822600 -> 323822600
location323822600 -> 280556847
location323822600 -> 323822600
temp654074292 -> 654074292
humid654074292 -> 1933673279
location1933673279 -> 1390100045
location1933673279 -> 1933673279
humid654074292 -> 654074292
location654074292 -> 772533062
location654074292 -> 654074292
light3170178748 -> 3170178748
temp3170178748 -> 2355981520
humid2355981520 -> 3179414050
location3179414050 -> 3351956135
location3179414050 -> 3179414050
humid2355981520 -> 2355981520
location2355981520 -> 1812408286
location2355981520 -> 2355981520
temp3170178748 -> 3170178748
humid3170178748 -> 4131844764
location4131844764 -> 2955835217
location4131844764 -> 4131844764
humid3170178748 -> 3170178748
location3170178748 -> 3342720833
location3170178748 -> 3170178748
fert1623216332 -> 1623216332
wat1623216332 -> 1623216332
light1623216332 -> 2210170535
temp2210170535 -> 858091518
humid858091518 -> 513297006
location513297006 -> 470031253
location513297006 -> 513297006
humid858091518 -> 858091518
location858091518 -> 863195227
location858091518 -> 858091518
temp2210170535 -> 2210170535
humid2210170535 -> 3033603065
location3033603065 -> 4206260307
location3033603065 -> 3033603065
humid2210170535 -> 2210170535
location2210170535 -> 1666597301
location2210170535 -> 2210170535
light1623216332 -> 1623216332
temp1623216332 -> 2933985198
humid2933985198 -> 2454692973
location2454692973 -> 3641938174
location2454692973 -> 2454692973
humid2933985198 -> 2933985198
location2933985198 -> 3402284087
location2933985198 -> 2933985198
temp1623216332 -> 1623216332
humid1623216332 -> 1734370090
location1734370090 -> 1190796856
location1734370090 -> 1734370090
humid1623216332 -> 1623216332
location1623216332 -> 3921999534
location1623216332 -> 1623216332
soil819363529 -> 3668769927
fert3668769927 -> 4026823560
wat4026823560 -> 1870781848
light1870781848 -> 3222110458
temp3222110458 -> 2407913230
humid2407913230 -> 2656449876
location2656449876 -> 2023867620
location2656449876 -> 2656449876
humid2407913230 -> 2407913230
location2407913230 -> 3870345496
location2407913230 -> 2407913230
temp3222110458 -> 3222110458
humid3222110458 -> 4183776474
location4183776474 -> 3007766927
location4183776474 -> 4183776474
humid3222110458 -> 3222110458
location3222110458 -> 2294630178
location3222110458 -> 3222110458
light1870781848 -> 1870781848
temp1870781848 -> 1110442475
humid1110442475 -> 1221596233
location1221596233 -> 2478100113
location1221596233 -> 1221596233
humid1110442475 -> 1110442475
location1110442475 -> 118337631
location1110442475 -> 1110442475
temp1870781848 -> 1870781848
humid1870781848 -> 666539699
location666539699 -> 784998469
location666539699 -> 666539699
humid1870781848 -> 1870781848
location1870781848 -> 1327208614
location1870781848 -> 1870781848
wat4026823560 -> 4026823560
light4026823560 -> 4026823560
temp4026823560 -> 4039689127
humid4039689127 -> 3339687883
location3339687883 -> 2489645882
location3339687883 -> 3339687883
humid4039689127 -> 4039689127
location4039689127 -> 2863679580
location4039689127 -> 4039689127
temp4026823560 -> 4026823560
humid4026823560 -> 2320006255
location2320006255 -> 1776433021
location2320006255 -> 2320006255
humid4026823560 -> 4026823560
location4026823560 -> 3603757280
location4026823560 -> 4026823560
fert3668769927 -> 3668769927
wat3668769927 -> 3298576514
light3298576514 -> 2780594741
temp2780594741 -> 1803916551
humid1803916551 -> 599674402
location599674402 -> 718133172
location599674402 -> 599674402
humid1803916551 -> 1803916551
location1803916551 -> 1260343317
location1803916551 -> 1803916551
temp2780594741 -> 2780594741
humid2780594741 -> 3296021647
location3296021647 -> 2368541367
location3296021647 -> 3296021647
humid2780594741 -> 2780594741
location2780594741 -> 2148012485
location2780594741 -> 2780594741
light3298576514 -> 3298576514
temp3298576514 -> 2484379286
humid2484379286 -> 2732915932
location2732915932 -> 2100333676
location2732915932 -> 2732915932
humid2484379286 -> 2484379286
location2484379286 -> 3671624487
location2484379286 -> 2484379286
temp3298576514 -> 3298576514
humid3298576514 -> 4260242530
location4260242530 -> 3084232983
location4260242530 -> 4260242530
humid3298576514 -> 3298576514
location3298576514 -> 2371096234
location3298576514 -> 3298576514
wat3668769927 -> 3668769927
light3668769927 -> 1982278788
temp1982278788 -> 1385568
humid1385568 -> 817882115
location817882115 -> 822985824
location817882115 -> 817882115
temp1982278788 -> 1982278788
humid1982278788 -> 778036639
location778036639 -> 214055283
location778036639 -> 778036639
humid1982278788 -> 1982278788
location1982278788 -> 1438705554
location1982278788 -> 1982278788
light3668769927 -> 3668769927
temp3668769927 -> 3668769927
humid3668769927 -> 3953525419
location3953525419 -> 3530459139
location3953525419 -> 3953525419
humid3668769927 -> 3668769927
location3668769927 -> 4077938434
location3668769927 -> 3668769927
soil819363529 -> 3054176607
fert3054176607 -> 3009573080
wat3009573080 -> 4099561573
light4099561573 -> 4099561573
temp4099561573 -> 4099561573
humid4099561573 -> 3535676156
location3535676156 -> 3179636778
location3535676156 -> 3535676156
humid4099561573 -> 4099561573
location4099561573 -> 2923552026
location4099561573 -> 4099561573
wat3009573080 -> 3009573080
light3009573080 -> 934176326
temp934176326 -> 3175488778
humid3175488778 -> 4137154794
location4137154794 -> 2961145247
location4137154794 -> 4137154794
humid3175488778 -> 3175488778
location3175488778 -> 3348030863
location3175488778 -> 3175488778
temp934176326 -> 934176326
humid934176326 -> 589381814
location589381814 -> 707840584
location589381814 -> 589381814
humid934176326 -> 934176326
location934176326 -> 939280035
location934176326 -> 934176326
light3009573080 -> 3009573080
temp3009573080 -> 2195375852
humid2195375852 -> 3018808382
location3018808382 -> 4191465624
location3018808382 -> 3018808382
humid2195375852 -> 2195375852
location2195375852 -> 1651802618
location2195375852 -> 2195375852
temp3009573080 -> 3009573080
humid3009573080 -> 2530280855
location2530280855 -> 3717526056
location2530280855 -> 2530280855
humid3009573080 -> 3009573080
location3009573080 -> 4182230322
location3009573080 -> 3009573080
fert3054176607 -> 3054176607
wat3054176607 -> 3584700671
light3584700671 -> 1898209532
temp1898209532 -> 1137870159
humid1137870159 -> 1249023917
location1249023917 -> 2276238270
location1249023917 -> 1249023917
humid1137870159 -> 1137870159
location1137870159 -> 1137870159
temp1898209532 -> 1898209532
humid1898209532 -> 693967383
location693967383 -> 129986027
location693967383 -> 693967383
humid1898209532 -> 1898209532
location1898209532 -> 1354636298
location1898209532 -> 1898209532
light3584700671 -> 3584700671
temp3584700671 -> 3584700671
humid3584700671 -> 3413102012
location3413102012 -> 2563060011
location3413102012 -> 3413102012
humid3584700671 -> 3584700671
location3584700671 -> 3993869178
location3584700671 -> 3584700671
wat3054176607 -> 3054176607
light3054176607 -> 978779853
temp978779853 -> 3220092305
humid3220092305 -> 4181758321
location4181758321 -> 3005748774
location4181758321 -> 4181758321
humid3220092305 -> 3220092305
location3220092305 -> 3392634390
location3220092305 -> 3220092305
temp978779853 -> 978779853
humid978779853 -> 1800283717
location1800283717 -> 1256710483
location1800283717 -> 1800283717
humid978779853 -> 978779853
location978779853 -> 983883562
location978779853 -> 978779853
light3054176607 -> 3054176607
temp3054176607 -> 2239979379
humid2239979379 -> 3063411909
location3063411909 -> 3235953994
location3063411909 -> 3063411909
humid2239979379 -> 2239979379
location2239979379 -> 1696406145
location2239979379 -> 2239979379
temp3054176607 -> 3054176607
humid3054176607 -> 2574884382
location2574884382 -> 1942302126
location2574884382 -> 2574884382
humid3054176607 -> 3054176607
location3054176607 -> 3226718692
location3054176607 -> 3054176607
soil819363529 -> 2587286754
fert2587286754 -> 3289141114
wat3289141114 -> 2742063304
light2742063304 -> 1187699360
temp1187699360 -> 518781871
humid518781871 -> 297416900
location297416900 -> 254151147
location297416900 -> 297416900
humid518781871 -> 518781871
location518781871 -> 475516118
location518781871 -> 518781871
temp1187699360 -> 1187699360
humid1187699360 -> 1298853118
location1298853118 -> 3149227348
location1298853118 -> 1298853118
humid1187699360 -> 1187699360
location1187699360 -> 2444203240
location1187699360 -> 1187699360
light2742063304 -> 2742063304
temp2742063304 -> 1765385114
humid1765385114 -> 118711393
location118711393 -> 537582415
humid1765385114 -> 1765385114
location1765385114 -> 1221811880
location1765385114 -> 1765385114
temp2742063304 -> 2742063304
humid2742063304 -> 3257490210
location3257490210 -> 2330009930
location3257490210 -> 3257490210
humid2742063304 -> 2742063304
location2742063304 -> 2109481048
location2742063304 -> 2742063304
wat3289141114 -> 3289141114
light3289141114 -> 2771159341
temp2771159341 -> 1794481151
humid1794481151 -> 147807430
location147807430 -> 566678452
humid1794481151 -> 1794481151
location1794481151 -> 1250907917
location1794481151 -> 1794481151
temp2771159341 -> 2771159341
humid2771159341 -> 3286586247
location3286586247 -> 2359105967
location3286586247 -> 3286586247
humid2771159341 -> 2771159341
location2771159341 -> 2138577085
location2771159341 -> 2771159341
light3289141114 -> 3289141114
temp3289141114 -> 2474943886
humid2474943886 -> 2723480532
location2723480532 -> 2090898276
location2723480532 -> 2723480532
humid2474943886 -> 2474943886
location2474943886 -> 3662189087
location2474943886 -> 2474943886
temp3289141114 -> 3289141114
humid3289141114 -> 4250807130
location4250807130 -> 3074797583
location4250807130 -> 4250807130
humid3289141114 -> 3289141114
location3289141114 -> 2361660834
location3289141114 -> 3289141114
fert2587286754 -> 2587286754
wat2587286754 -> 3677275247
light3677275247 -> 1990784108
temp1990784108 -> 9890888
humid9890888 -> 826387435
location826387435 -> 831491144
location826387435 -> 826387435
temp1990784108 -> 1990784108
humid1990784108 -> 786541959
location786541959 -> 222560603
location786541959 -> 786541959
humid1990784108 -> 1990784108
location1990784108 -> 1447210874
location1990784108 -> 1990784108
light3677275247 -> 3677275247
temp3677275247 -> 3677275247
humid3677275247 -> 3962030739
location3962030739 -> 3538964459
location3962030739 -> 3962030739
humid3677275247 -> 3677275247
location3677275247 -> 4086443754
location3677275247 -> 3677275247
wat2587286754 -> 2587286754
light2587286754 -> 3537523051
temp3537523051 -> 3537523051
humid3537523051 -> 3365924392
location3365924392 -> 2515882391
location3365924392 -> 3365924392
humid3537523051 -> 3537523051
location3537523051 -> 3181483673
location3537523051 -> 3537523051
light2587286754 -> 2587286754
temp2587286754 -> 1033128746
humid1033128746 -> 1144282504
location1144282504 -> 1144282504
humid1033128746 -> 1033128746
location1033128746 -> 1038232455
location1033128746 -> 1033128746
temp2587286754 -> 2587286754
humid2587286754 -> 3478387029
location3478387029 -> 1856877611
location3478387029 -> 3478387029
humid2587286754 -> 2587286754
location2587286754 -> 1954704498
location2587286754 -> 2587286754
soil819363529 -> 819363529
fert819363529 -> 2330874286
wat2330874286 -> 3020596244
light3020596244 -> 945199490
temp945199490 -> 3186511942
humid3186511942 -> 4148177958
location4148177958 -> 2972168411
location4148177958 -> 4148177958
humid3186511942 -> 3186511942
location3186511942 -> 3359054027
location3186511942 -> 3186511942
temp945199490 -> 945199490
humid945199490 -> 1766703354
location1766703354 -> 1223130120
location1766703354 -> 1766703354
humid945199490 -> 945199490
location945199490 -> 950303199
location945199490 -> 945199490
light3020596244 -> 3020596244
temp3020596244 -> 2206399016
humid2206399016 -> 3029831546
location3029831546 -> 4202488788
location3029831546 -> 3029831546
humid2206399016 -> 2206399016
location2206399016 -> 1662825782
location2206399016 -> 2206399016
temp3020596244 -> 3020596244
humid3020596244 -> 2541304019
location2541304019 -> 1908721763
location2541304019 -> 2541304019
humid3020596244 -> 3020596244
location3020596244 -> 4193253486
location3020596244 -> 3020596244
wat2330874286 -> 2330874286
light2330874286 -> 3884723497
temp3884723497 -> 3897589064
humid3897589064 -> 2772413005
location2772413005 -> 2139830749
location2772413005 -> 2772413005
humid3897589064 -> 3897589064
location3897589064 -> 3474522784
location3897589064 -> 3897589064
temp3884723497 -> 3884723497
humid3884723497 -> 2759547438
location2759547438 -> 2126965182
location2759547438 -> 2759547438
humid3884723497 -> 3884723497
location3884723497 -> 3461657217
location3884723497 -> 3884723497
light2330874286 -> 2330874286
temp2330874286 -> 1964698088
humid1964698088 -> 760455939
location760455939 -> 196474583
location760455939 -> 760455939
humid1964698088 -> 1964698088
location1964698088 -> 1421124854
location1964698088 -> 1964698088
temp2330874286 -> 2330874286
humid2330874286 -> 3154306816
location3154306816 -> 3326848901
location3154306816 -> 3154306816
humid2330874286 -> 2330874286
location2330874286 -> 1787301052
location2330874286 -> 2330874286
fert819363529 -> 819363529
wat819363529 -> 1255878200
light1255878200 -> 1540745116
temp1540745116 -> 2851513982
humid2851513982 -> 2372221757
location2372221757 -> 3834654023
location2372221757 -> 2372221757
humid2851513982 -> 2851513982
location2851513982 -> 2218931726
location2851513982 -> 2851513982
temp1540745116 -> 1540745116
humid1540745116 -> 1651898874
location1651898874 -> 3950682076
location1651898874 -> 1651898874
humid1540745116 -> 1540745116
location1540745116 -> 2797765186
location1540745116 -> 1540745116
light1255878200 -> 1255878200
temp1255878200 -> 2566647066
humid2566647066 -> 3457747341
location3457747341 -> 1836237923
location3457747341 -> 3457747341
humid2566647066 -> 2566647066
location2566647066 -> 1934064810
location2566647066 -> 2566647066
temp1255878200 -> 1255878200
humid1255878200 -> 1367031958
location1367031958 -> 2624052028
location1367031958 -> 1367031958
humid1255878200 -> 1255878200
location1255878200 -> 2283092553
location1255878200 -> 1255878200
wat819363529 -> 819363529
light819363529 -> 3712099805
temp3712099805 -> 3712099805
humid3712099805 -> 3996855297
location3996855297 -> 3573789017
location3996855297 -> 3996855297
humid3712099805 -> 3712099805
location3712099805 -> 4121268312
location3712099805 -> 3712099805
light819363529 -> 819363529
temp819363529 -> 893682054
humid893682054 -> 548887542
location548887542 -> 505621789
location548887542 -> 548887542
humid893682054 -> 893682054
location893682054 -> 898785763
location893682054 -> 893682054
temp819363529 -> 819363529
humid819363529 -> 474569017
location474569017 -> 431303264
location474569017 -> 474569017
humid819363529 -> 819363529
location819363529 -> 824467238
location819363529 -> 819363529
NEW SEED: 
9145257 SEED IS
soil9145257 -> 3387275870
fert3387275870 -> 1125859416
wat1125859416 -> 993783072
light993783072 -> 1278649988
temp1278649988 -> 2589418854
humid2589418854 -> 3480519129
location3480519129 -> 1859009711
location3480519129 -> 3480519129
humid2589418854 -> 2589418854
location2589418854 -> 1956836598
location2589418854 -> 2589418854
temp1278649988 -> 1278649988
humid1278649988 -> 1389803746
location1389803746 -> 2646823816
location1389803746 -> 1389803746
humid1278649988 -> 1278649988
location1278649988 -> 3129024218
location1278649988 -> 1278649988
light993783072 -> 993783072
temp993783072 -> 3235095524
humid3235095524 -> 4196761540
location4196761540 -> 3020751993
location4196761540 -> 4196761540
humid3235095524 -> 3235095524
location3235095524 -> 2307615244
location3235095524 -> 3235095524
temp993783072 -> 993783072
humid993783072 -> 1815286936
location1815286936 -> 1271713702
location1815286936 -> 1815286936
humid993783072 -> 993783072
location993783072 -> 998886781
location993783072 -> 993783072
wat1125859416 -> 1125859416
light1125859416 -> 1410726332
temp1410726332 -> 2721495198
humid2721495198 -> 3236922104
location3236922104 -> 2309441824
location3236922104 -> 3236922104
humid2721495198 -> 2721495198
location2721495198 -> 2088912942
location2721495198 -> 2721495198
temp1410726332 -> 1410726332
humid1410726332 -> 1521880090
location1521880090 -> 2778900160
location1521880090 -> 1521880090
humid1410726332 -> 1410726332
location1410726332 -> 2667746402
location1410726332 -> 1410726332
light1125859416 -> 1125859416
temp1125859416 -> 3367171868
humid3367171868 -> 3760805842
location3760805842 -> 3749920300
location3760805842 -> 3760805842
humid3367171868 -> 3367171868
location3367171868 -> 2517129867
location3367171868 -> 3367171868
temp1125859416 -> 1125859416
humid1125859416 -> 1237013174
location1237013174 -> 2264227527
location1237013174 -> 1237013174
humid1125859416 -> 1125859416
location1125859416 -> 3771729
location1125859416 -> 1125859416
fert3387275870 -> 3387275870
wat3387275870 -> 2840198060
light2840198060 -> 764801306
temp764801306 -> 434549614
humid434549614 -> 213568721
location213568721 -> 632439743
humid434549614 -> 434549614
location434549614 -> 391283861
location434549614 -> 434549614
temp764801306 -> 764801306
humid764801306 -> 420006794
location420006794 -> 376741041
location420006794 -> 420006794
humid764801306 -> 764801306
location764801306 -> 200819950
location764801306 -> 764801306
light2840198060 -> 2840198060
temp2840198060 -> 1863519870
humid1863519870 -> 659277721
location659277721 -> 777736491
location659277721 -> 659277721
humid1863519870 -> 1863519870
location1863519870 -> 1319946636
location1863519870 -> 1863519870
temp2840198060 -> 2840198060
humid2840198060 -> 2360905835
location2360905835 -> 1817332601
location2360905835 -> 2360905835
humid2840198060 -> 2840198060
location2840198060 -> 2207615804
location2840198060 -> 2840198060
wat3387275870 -> 3387275870
light3387275870 -> 2516685631
temp2516685631 -> 2150509433
humid2150509433 -> 2973941963
location2973941963 -> 3442240852
location2973941963 -> 2973941963
humid2150509433 -> 2150509433
location2150509433 -> 1606936199
location2150509433 -> 2150509433
temp2516685631 -> 2516685631
humid2516685631 -> 2597678835
location2597678835 -> 1965096579
location2597678835 -> 2597678835
humid2516685631 -> 2516685631
location2516685631 -> 3703930832
location2516685631 -> 2516685631
light3387275870 -> 3387275870
temp3387275870 -> 3387275870
humid3387275870 -> 3780909844
location3780909844 -> 3770024302
location3780909844 -> 3780909844
humid3387275870 -> 3387275870
location3387275870 -> 2537233869
location3387275870 -> 3387275870
soil9145257 -> 9145257
fert9145257 -> 417589608
wat417589608 -> 1471965082
light1471965082 -> 253978422
temp253978422 -> 1503768015
humid1503768015 -> 1614921773
location1614921773 -> 3913704975
location1614921773 -> 1614921773
humid1503768015 -> 1503768015
location1503768015 -> 2760788085
location1503768015 -> 1503768015
temp253978422 -> 253978422
humid253978422 -> 1860865910
location1860865910 -> 1317292676
location1860865910 -> 1860865910
humid253978422 -> 253978422
location253978422 -> 672849444
light1471965082 -> 1471965082
temp1471965082 -> 2782733948
humid2782733948 -> 3298160854
location3298160854 -> 2370680574
location3298160854 -> 3298160854
humid2782733948 -> 2782733948
location2782733948 -> 2150151692
location2782733948 -> 2782733948
temp1471965082 -> 1471965082
humid1471965082 -> 1583118840
location1583118840 -> 2840138910
location1583118840 -> 1583118840
humid1471965082 -> 1471965082
location1471965082 -> 2728985152
location1471965082 -> 1471965082
wat417589608 -> 417589608
light417589608 -> 1089706935
temp1089706935 -> 3331019387
humid3331019387 -> 4292685403
location4292685403 -> 3116675856
location4292685403 -> 4292685403
humid3331019387 -> 3331019387
location3331019387 -> 2480977386
location3331019387 -> 3331019387
temp1089706935 -> 1089706935
humid1089706935 -> 1200860693
location1200860693 -> 2457364573
location1200860693 -> 1200860693
humid1089706935 -> 1089706935
location1089706935 -> 1094810644
location1089706935 -> 1089706935
light417589608 -> 417589608
temp417589608 -> 87337916
humid87337916 -> 903834463
location903834463 -> 908938172
location903834463 -> 903834463
humid87337916 -> 87337916
location87337916 -> 93633085
location87337916 -> 87337916
temp417589608 -> 417589608
humid417589608 -> 196608715
location196608715 -> 615479737
humid417589608 -> 417589608
location417589608 -> 374323855
location417589608 -> 417589608
fert9145257 -> 9145257
wat9145257 -> 1300715430
light1300715430 -> 82728770
temp82728770 -> 1332518363
humid1332518363 -> 1443672121
location1443672121 -> 2700692191
location1443672121 -> 1443672121
humid1332518363 -> 1332518363
location1332518363 -> 2589538433
location1332518363 -> 1332518363
temp82728770 -> 82728770
humid82728770 -> 899225317
location899225317 -> 904329026
location899225317 -> 899225317
humid82728770 -> 82728770
location82728770 -> 89023939
location82728770 -> 82728770
light1300715430 -> 1300715430
temp1300715430 -> 2611484296
humid2611484296 -> 2185073944
location2185073944 -> 1641500710
location2185073944 -> 2185073944
humid2611484296 -> 2611484296
location2611484296 -> 1978902040
location2611484296 -> 2611484296
temp1300715430 -> 1300715430
humid1300715430 -> 1411869188
location1411869188 -> 2668889258
location1411869188 -> 1411869188
humid1300715430 -> 1300715430
location1300715430 -> 3151089660
location1300715430 -> 1300715430
wat9145257 -> 9145257
light9145257 -> 276579090
temp276579090 -> 1526368683
humid1526368683 -> 1637522441
location1637522441 -> 3936305643
location1637522441 -> 1637522441
